T_N_Grdwal	T_W_Game_G	T_E_Game_G	T_Slab_Gam	T_S_Wghts_	T_W_Wghts_	T_Slab_Wgh	T_Stor_SGr	T_Stor_EGr	T_Slab_Sto	T_Slab_off
1.32E+01	1.31E+01	1.31E+01	1.41E+01	1.32E+01	1.32E+01	1.42E+01	1.31E+01	1.32E+01	1.40E+01	1.37E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.32E+01	1.32E+01	1.42E+01	1.32E+01	1.32E+01	1.40E+01	1.38E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.32E+01	1.32E+01	1.42E+01	1.32E+01	1.32E+01	1.40E+01	1.38E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.42E+01	1.32E+01	1.32E+01	1.40E+01	1.38E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.42E+01	1.32E+01	1.32E+01	1.40E+01	1.39E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.42E+01	1.32E+01	1.32E+01	1.40E+01	1.39E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.42E+01	1.32E+01	1.32E+01	1.40E+01	1.39E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.42E+01	1.32E+01	1.32E+01	1.40E+01	1.39E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.42E+01	1.32E+01	1.32E+01	1.40E+01	1.39E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.42E+01	1.32E+01	1.32E+01	1.40E+01	1.39E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.32E+01	1.32E+01	1.42E+01	1.32E+01	1.32E+01	1.40E+01	1.38E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.38E+01
1.32E+01	1.32E+01	1.31E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.38E+01
1.32E+01	1.31E+01	1.31E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.38E+01
1.32E+01	1.31E+01	1.31E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.31E+01	1.32E+01	1.41E+01	1.37E+01
1.32E+01	1.31E+01	1.31E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.31E+01	1.31E+01	1.41E+01	1.37E+01
1.32E+01	1.31E+01	1.31E+01	1.41E+01	1.32E+01	1.31E+01	1.43E+01	1.31E+01	1.31E+01	1.41E+01	1.37E+01
1.32E+01	1.31E+01	1.31E+01	1.41E+01	1.32E+01	1.31E+01	1.43E+01	1.31E+01	1.31E+01	1.41E+01	1.37E+01
1.32E+01	1.31E+01	1.31E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.31E+01	1.32E+01	1.41E+01	1.37E+01
1.32E+01	1.31E+01	1.31E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.34E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.40E+01
1.34E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.34E+01	1.43E+01	1.33E+01	1.34E+01	1.41E+01	1.40E+01
1.34E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.41E+01
1.34E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.41E+01
1.34E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.41E+01
1.34E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.34E+01	1.43E+01	1.33E+01	1.34E+01	1.41E+01	1.41E+01
1.34E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.34E+01	1.43E+01	1.33E+01	1.34E+01	1.41E+01	1.41E+01
1.34E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.41E+01
1.34E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.40E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.40E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.40E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.33E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.34E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.40E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.40E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.40E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.38E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.33E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.33E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.33E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.33E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.38E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.38E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.32E+01	1.31E+01	1.31E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.31E+01	1.32E+01	1.41E+01	1.36E+01
1.32E+01	1.31E+01	1.31E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.31E+01	1.32E+01	1.41E+01	1.36E+01
1.32E+01	1.31E+01	1.31E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.31E+01	1.31E+01	1.41E+01	1.36E+01
1.32E+01	1.31E+01	1.31E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.31E+01	1.31E+01	1.41E+01	1.36E+01
1.32E+01	1.31E+01	1.31E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.31E+01	1.32E+01	1.41E+01	1.36E+01
1.32E+01	1.32E+01	1.31E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.36E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.36E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.36E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.33E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.38E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.38E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.32E+01	1.32E+01	1.31E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.32E+01	1.32E+01	1.31E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.36E+01
1.32E+01	1.32E+01	1.31E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.36E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.36E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.32E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.36E+01
1.32E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.32E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.37E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.33E+01	1.41E+01	1.37E+01
1.33E+01	1.33E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.39E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.33E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.32E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.32E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.32E+01	1.32E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.33E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.33E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.34E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.33E+01	1.43E+01	1.33E+01	1.33E+01	1.41E+01	1.38E+01
1.34E+01	1.33E+01	1.33E+01	1.41E+01	1.34E+01	1.34E+01	1.43E+01	1.33E+01	1.34E+01	1.41E+01	1.39E+01
1.34E+01	1.34E+01	1.33E+01	1.41E+01	1.34E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.39E+01
1.34E+01	1.34E+01	1.34E+01	1.41E+01	1.34E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.40E+01
1.34E+01	1.34E+01	1.34E+01	1.41E+01	1.35E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.40E+01
1.34E+01	1.34E+01	1.34E+01	1.41E+01	1.35E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.41E+01
1.34E+01	1.34E+01	1.34E+01	1.41E+01	1.35E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.41E+01
1.34E+01	1.34E+01	1.34E+01	1.41E+01	1.35E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.41E+01
1.35E+01	1.34E+01	1.34E+01	1.41E+01	1.35E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.41E+01
1.34E+01	1.34E+01	1.34E+01	1.41E+01	1.35E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.41E+01
1.34E+01	1.34E+01	1.34E+01	1.41E+01	1.35E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.41E+01
1.34E+01	1.34E+01	1.34E+01	1.41E+01	1.35E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.41E+01
1.34E+01	1.34E+01	1.34E+01	1.41E+01	1.35E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.40E+01
1.34E+01	1.34E+01	1.34E+01	1.41E+01	1.35E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.40E+01
1.34E+01	1.34E+01	1.34E+01	1.41E+01	1.34E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.40E+01
1.34E+01	1.34E+01	1.34E+01	1.41E+01	1.34E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.40E+01
1.34E+01	1.34E+01	1.34E+01	1.41E+01	1.34E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.40E+01
1.34E+01	1.34E+01	1.34E+01	1.41E+01	1.34E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.39E+01
1.34E+01	1.34E+01	1.34E+01	1.41E+01	1.34E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.39E+01
1.34E+01	1.34E+01	1.34E+01	1.41E+01	1.34E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.39E+01
1.34E+01	1.34E+01	1.34E+01	1.41E+01	1.35E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.39E+01
1.35E+01	1.34E+01	1.34E+01	1.41E+01	1.35E+01	1.34E+01	1.43E+01	1.34E+01	1.34E+01	1.41E+01	1.40E+01
1.35E+01	1.35E+01	1.34E+01	1.41E+01	1.35E+01	1.35E+01	1.43E+01	1.35E+01	1.35E+01	1.41E+01	1.40E+01
1.35E+01	1.35E+01	1.35E+01	1.41E+01	1.36E+01	1.35E+01	1.43E+01	1.35E+01	1.35E+01	1.41E+01	1.41E+01
1.36E+01	1.35E+01	1.35E+01	1.41E+01	1.36E+01	1.35E+01	1.43E+01	1.35E+01	1.35E+01	1.41E+01	1.41E+01
1.36E+01	1.36E+01	1.36E+01	1.41E+01	1.36E+01	1.36E+01	1.43E+01	1.36E+01	1.36E+01	1.41E+01	1.42E+01
1.36E+01	1.36E+01	1.36E+01	1.41E+01	1.37E+01	1.36E+01	1.43E+01	1.36E+01	1.36E+01	1.41E+01	1.43E+01
1.37E+01	1.36E+01	1.36E+01	1.41E+01	1.37E+01	1.36E+01	1.43E+01	1.36E+01	1.36E+01	1.41E+01	1.43E+01
1.37E+01	1.36E+01	1.36E+01	1.41E+01	1.37E+01	1.37E+01	1.43E+01	1.36E+01	1.37E+01	1.41E+01	1.44E+01
1.37E+01	1.37E+01	1.37E+01	1.41E+01	1.37E+01	1.37E+01	1.43E+01	1.37E+01	1.37E+01	1.41E+01	1.44E+01
1.37E+01	1.37E+01	1.37E+01	1.41E+01	1.37E+01	1.37E+01	1.43E+01	1.37E+01	1.37E+01	1.41E+01	1.44E+01
1.37E+01	1.37E+01	1.37E+01	1.41E+01	1.37E+01	1.37E+01	1.43E+01	1.37E+01	1.37E+01	1.41E+01	1.45E+01
1.37E+01	1.37E+01	1.37E+01	1.41E+01	1.37E+01	1.37E+01	1.43E+01	1.37E+01	1.37E+01	1.41E+01	1.45E+01
1.37E+01	1.37E+01	1.37E+01	1.41E+01	1.37E+01	1.37E+01	1.43E+01	1.37E+01	1.37E+01	1.41E+01	1.45E+01
1.37E+01	1.37E+01	1.37E+01	1.41E+01	1.37E+01	1.37E+01	1.43E+01	1.37E+01	1.37E+01	1.41E+01	1.45E+01
1.37E+01	1.37E+01	1.37E+01	1.41E+01	1.37E+01	1.37E+01	1.43E+01	1.37E+01	1.37E+01	1.41E+01	1.44E+01
1.37E+01	1.37E+01	1.37E+01	1.41E+01	1.37E+01	1.37E+01	1.43E+01	1.37E+01	1.37E+01	1.41E+01	1.44E+01
